Label,Text
ham,If india win or level series means this is record:)
ham,Have your lunch and come quickly and open the door:)
ham,You all ready for * big day tomorrow?
ham,No did you check? I got his detailed message now
ham,how are you? I miss you!
ham,Ya but it cant display internal subs so i gotta extract them
ham,Dear are you angry i was busy dear
ham,Oh yah... We never cancel leh... Haha 
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,I dunno lei... Like dun haf...
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,is your hamster dead? Hey so tmr i meet you at spampm orchard mrt? 
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,"Sorry, I'll call later in meeting"
ham,Well. You know what i mean. Texting
ham,This message is from a great Doctor in India:-): spam) Do not drink APPY FIZZ. It contains Cancer causing age
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,I'll meet you in the lobby
ham,Same as kallis dismissial in 2nd test:-).
ham,"sure, but make sure he knows we ain't smokin yet"
spam,WIN a year supply of CDs 4 a store of ur choice worth å£5hamham & enter our å£spamhamham Weekly draw txt MUSIC to 87ham66 Ts&Cs www.Ldew.com.subsspam6+spamwinspam5hamppmx3
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,Sorry that was my uncle. I.ll keep in touch
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
spam,U have won a nokia 623ham plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOXspamspam4/spam4TCR/Wspam spam6
ham,Then i buy.
spam,SMS AUCTION - A BRAND NEW Nokia 725ham is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86ham2spam now!
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,Wen did you get so spiritual and deep. That's great
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,....photoshop makes my computer shut down.
ham,Dude we should go sup again
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,U really pig leh sleep so much. My dad wake me up at spamham smth 2 eat lunch today.
spam,"U can WIN å£spamhamham of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87ham66 TsCs www.Idew.com SkillGame, spamWinaweek, agespam6. spam5hamppermessSubscription"
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
spam,You have won a guaranteed å£2hamham award or even å£spamhamhamham cashto claim UR award call free on ham8hamhamham4ham7spam65 (spam8+) 2 stop getstop on 88222 PHP. RG2spam 4JX
ham,Are you planning to come chennai?
ham,"Sir Goodmorning, Once free call me."
ham,Ok ill send you with in  DECIMAL  ok.
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! spam8 only www.flirtparty.us REPLYSspam5ham
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,Can you do online transaction?
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Yes see ya not on the dot
ham,"I'm a guy, browsin is compulsory"
ham,Pls call me da. What happen.
ham,Ard 5spam5 like dat. Y?
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,What you did in  leave.
ham,"Miss ya, need ya, want ya, love ya."
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
ham,I keep ten rs in my shelf:) buy two egg.
ham,Wife.how she knew the time of murder exactly
ham,Jesus armand really is trying to tell everybody he can find
ham,You will be in the place of that man
ham,In work now. Going have in few min.
ham,R u meeting da ge at nite tmr?
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,"Since when, which side, any fever, any vomitin."
ham,X2  # . Are you going to get that
ham,Sos! Any amount i can get pls.
ham,I'm hungry buy smth home...
ham,Stupid.its not possible
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Later i guess. I needa do mcat study too.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Why tired what special there you had
ham,Hows that watch resizing
ham,Just send a text. We'll skype later.
ham,(You didn't hear it from me)
ham,Tell me something. Thats okay.
ham,Wif my family booking tour package.
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,In meeting da. I will call you
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE ham8hamham 542 ham578 now!
ham,You still around? I could use a half-8th
ham,I'm done oredi...
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call ham7ham9ham298926 to re-schedule. Ref:93ham7622"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Me fine..absolutly fine
spam,YOU ARE CHOSEN TO RECEIVE A £35ham AWARD! Pls call claim number ham9ham663643spamspam to collect your award which you are selected to receive as a valued mobile customer.
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,Congratulations ur awarded either £5hamham of CD gift vouchers & Free entry 2 our £spamhamham weekly draw txt MUSIC to 87ham66 TnCs www.Ldew.comspamwinspam5hamppmx3agespam6
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
spam,Double Mins & Double Txt & spam/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. ham8hamhamham8394ham2 or call2optout/LF56
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,You call him and tell now infront of them. Call him now.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,A bloo bloo bloo I'll miss the first bowl
ham,Jos ask if u wana meet up?
ham,"As usual..iam fine, happy & doing well..:)"
ham,I told your number to gautham..
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £8hamham prize GUARANTEED. Call ham9ham5hamhamham3ham9spam from land line. Claim C52. Validspam2hrs only
spam,ringtoneking 84484
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,I will take care of financial problem.i will help:)
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,"Vikky, come around  TIME .."
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,Where is that one day training:-)
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,Yo guess what I just dropped
spam,You have an important customer service announcement. Call FREEPHONE ham8hamham 542 ham825 now!
ham,No problem. We will be spending a lot of quality time together...
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,Ya very nice. . .be ready on thursday
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84spam99 NOW! Opt-out txt ENG STOP. Box39822 WspamspamspamWX å£spam.5ham
spam,"HOT LIVE FANTASIES call now ham87ham75ham9ham2ham Just 2hamp per min NTT Ltd, PO Box spam327 Croydon CR9 5WB ham87ham..k"
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,"Aight, let me know when you're gonna be around usf"
ham,spam. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,"Come to me right now, Ahmad"
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
spam,"Double Mins & spamhamhamham txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on ham8hamhamham8394ham2 or call2optout/HF8"
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,"Sorry, I'll call later"
ham,Oh all have to come ah?
ham,Ok i juz receive..
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,Boooo you always work. Just quit.
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,Shuhui has bought ron's present it's a swatch watch...
ham,So gd got free ice cream... I oso wan...
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"New Mobiles from 2hamham4, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£spam. www.4-tc.biz 2optout ham87spam872627hamspam.5hamgbp/mtmsgspam8 TXTAUCTION."
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,If you r @ home then come down within 5 min
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,I had it already..sabarish asked me to go..
ham,Cause I'm not freaky lol
ham,"Aight, text me tonight and we'll see what's up"
ham," came to look at the flat, seems ok, in his 5hams? * Is away alot wiv work. Got woman coming at 6.3ham too."
ham,All will come alive.better correct any good looking figure there itself..
ham,"Sorry, got a late start, we're on the way"
ham,Also andros ice etc etc
ham,Pls i wont belive god.not only jesus.
spam,A å£4hamham XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£4hamham reward. Just call ham9ham6638ham6spamspam 
ham,Feb  #  is I LOVE U day. Send dis to all ur VALUED FRNDS evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
ham,Si si. I think ill go make those oreo truffles.
ham,I cant pick the phone right now. Pls send a message
ham,"Awesome, text me when you're restocked"
ham,At the funeral home with Audrey and dad
ham,"As in missionary hook up, doggy hook up, standing...|"
spam,83ham39 62735=£45ham UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is spam554spam 
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Super msg da:)nalla timing.
ham,Do you know where my lab goggles went
ham,Ok
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time ham9ham99726429 JANINExx Calls£spam/minMobsmoreLKPOBOXspam77HP5spamFL
ham,What time do u get out?
ham,Then why you came to hostel.
ham,Okie...
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  # Lacs.there is no source to arng dis amt. # lacs..thats my prob
ham,Yup... From what i remb... I think should be can book... 
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline ham9spamspamspamham3hamspamspam6. PoBoxspam2nspam46tfspam5
ham,Holy living christ what is taking you so long
ham,Just sleeping..and surfing
ham,To day class is there are no class.
ham,Just do what ever is easier for you
ham,"I dont knw pa, i just drink milk.."
ham,Yes:)sura in sun tv.:)lol.
ham,Convey my regards to him
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,K then 2marrow are you coming to class.
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,Is that on the telly? No its Brdget Jones!
ham,Dear how is chechi. Did you talk to her
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline ham9ham64hamspam53ham7 BOX334SK38ch 
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,What's ur pin?
ham,Sorry for the delay. Yes masters
ham,Its good to hear from you
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,Mm i had my food da from out
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,We're on the opposite side from where we dropped you off
ham,I've not sent it. He can send me.
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
spam,"5hamham New Mobiles from 2hamham4, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£spam www.4-tc.biz 2optout ham87spam872627hamspam.5hamgbp/mtmsgspam8"
ham,Customer place i will call you.
ham,We r outside already.
ham,We are both fine. Thanks
ham,I'm e person who's doing e sms survey...
ham,You can never do NOTHING
spam,"Last Chance! Claim ur å£spam5ham worth of discount vouchers today! Text SHOP to 85ham23 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.hamham Sub. spam6"
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,If i said anything wrong sorry de:-)
spam,87ham77: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87ham77 eg VILLA to 87ham77
ham,Yeah right! I'll bring my tape measure fri!
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Do you hide anythiing or keeping distance from me
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,Headin towards busetop
ham,Okay... I booked all already... Including the one at bugis.
ham,No plans yet. What are you doing ?
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 3spamp.msg@spam5hamp
spam,I'd like to tell you my deepest darkest fantasies. Call me ham9ham9464663spam just 6hamp/min. To stop texts call ham87spam246ham324 (nat rate)
spam,Good Luck! Draw takes place 28th Feb ham6. Good Luck! For removal send STOP to 87239 customer services ham87ham8ham344spam2
ham,Ay wana meet on sat?u wkg on sat?
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost spam5hamp ham87spam24hamham6ham3"
ham,"Could you not read me, my Love ? I answered you"
ham,Eatin my lunch...
ham,I'm ok. Will do my part tomorrow
ham,Draw va?i dont think so:)
spam,"Urgent! Please call ham9ham634633ham. Your ABTA complimentary 4* Spanish Holiday or £spamham,hamhamham cash await collection SAE T&Cs BOX 47 POspam9 2EZ spam5hamppm spam8+"
ham,"sorry, no, have got few things to do. may be in pub later."
ham,Am also doing in cbe only. But have to pay.
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Thanx...
spam,FREE camera phones with linerental from 4.49/month with 75ham cross ntwk mins. spam/2 price txt bundle deals also avble. Call ham8hamhamspam95ham382 or call2optout/J MF
ham,I have to take exam with in march 3
ham,Hi good mornin.. Thanku wish u d same..
ham,East coast
ham,Yeah whatever lol
spam,"You have been selected to stay in spam of 25ham top British hotels - FOR NOTHING! Holiday Worth å£35ham! To Claim, Call London ham2ham72ham694hamham. Bx 526, SW73SS"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,"5hamham New Mobiles from 2hamham4, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £spam www.4-tc.biz 2optout ham87spam872627hamspam.5hamgbp/mtmsgspam8 TXTAUCTION"
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msgspam5hamp 2rcv Hlp ham87spam23spam76ham6 stop to 82242
ham,I'm ok. Will do my part tomorrow
ham,Well. Im computerless. Time to make some oreo truffles
ham,You are gorgeous! keep those pix cumming :) thank you!
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 6spam2hamham (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,"\SYMPTOMS\"" when U are in love: \""spam.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,Convey my regards to him
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
ham,Reverse is cheating. That is not mathematics.
ham,How are you. Wish you a great semester
ham,Much better now thanks lol
ham,Ya very nice. . .be ready on thursday
ham,"What part of \don't initiate\"" don't you understand"""
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89ham8ham dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk ham87ham24spamspam827spam6 £3/wk"
ham,Babe ? I lost you ... Will you try rebooting ?
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
spam,Call ham9ham9535ham3hamspam and send our girls into erotic ecstacy. Just 6hamp/min. To stop texts call ham87spam246ham324 (nat rate)
ham,Near kalainar tv office.thenampet
ham,R we still meeting 4 dinner tonight?
spam,U have a secret admirer. REVEAL who thinks U R So special. Call ham9ham65spam74ham42. To opt out Reply REVEAL STOP. spam.5ham per msg recd. Cust care ham782spam23ham9hamspam
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 75ham
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,"That's fine, I'll bitch at you about it later then"
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Ok i vl..do u know i got adsense approved..
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,Ok... C ya...
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on ham8hamhamham8394ham2 or call 2optout
ham,Or just do that 6times
ham,Can u get pic msgs to your phone?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,Want to finally have lunch today?
ham,Yes. that will be fine. Love you. Be safe.
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,We have all rounder:)so not required:)
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,FREEMSG: Our records indicate you may be entitled to 375ham pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 3spamp.msg@spam5hamp
ham,"Sorry, I can't help you on this."
ham,My sister going to earn more than me da.
ham,Sorry * was at the grocers.
spam,Double Mins & Double Txt & spam/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. ham8hamhamham8394ham2 or call2optout/LF56
spam,"Your account has been credited with 5hamham FREE Text Messages. To activate, just txt the word: CREDIT to No: 8ham488 T&Cs www.8ham488.biz"
ham,"Haha better late than ever, any way I could swing by?"
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
ham,Whens your radio show?
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,No calls..messages..missed calls
spam,"For ur chance to win a å£25ham wkly shopping spree TXT: SHOP to 8ham878. T's&C's www.txt-2-shop.com custcare ham87spam57ham5ham22, spamxspam5hamp/wk"
ham,Jus finish bathing...
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,It is only yesterday true true.
ham,Hi da:)how is the todays class?
ham,"Sorry, I'll call later ok bye"
ham,Do you know when dad will be back?
ham,Same. Wana plan a trip sometme then
ham,"As usual..iam fine, happy & doing well..:)"
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8hamham7 zed ham87hamspam4spam7hamspam2spam5hamp per logo/pic "
ham,Dude we should go sup again
ham,HIYA COMIN 2 BRISTOL spam ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,I always chat with you. In fact i need money can you raise me?
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"Aight, I'll ask a few of my roommates"
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Do you always celebrate NY's with your family ?
ham,Cheers for the card ... Is it that time of year already?
ham,Pls send me your address sir.
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,Would me smoking you out help us work through this difficult time
ham,It certainly puts things into perspective when something like this happens
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,There is a first time for everything :)
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,Haiyoh... Maybe your hamster was jealous of million
spam,+spam23 Congratulations - in this week's competition draw u have won the £spam45ham prize to claim just call ham9ham5hamhamham23spamspam b428ham7ham3. T&Cs/stop SMS ham87spam8727868. Over spam8 only spam5hamppm
ham,I'm done...
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2hamhamham prize GUARANTEED. Call ham9ham58ham945ham7 from land line. Claim 3ham3ham. Valid spam2hrs only
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,Were trying to find a Chinese food place around here
ham,Ill call you evening ill some ideas.
ham,Like a personal sized or what
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,"Sorry, went to bed early, nightnight"
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,"K, I might come by tonight then if my class lets out early"
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MADspam, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! spam6+only! T&C's apply"
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Both :) i shoot big loads so get ready!
